,0,1,2,3,4,5,6,7,8,9
DLTR,-4.33876403585701,-0.8499071379160497,0.2763025590362892,0.23315744879778438,-0.15121931712802475,0.11355450477685451,-0.21360458659340575,0.03190904233683032,-0.05875552612838372,-0.008529966141752408
DXCM,-5.681853272756413,-0.4083980890118637,0.1717899507861741,0.3444539969130636,-0.10763485402138206,0.1497966104189437,-0.07955044413369411,-0.03272913962960139,-0.05046962038578265,0.09182200971407765
EA,-5.065544479961258,-0.21417195326875715,-0.056584780242911026,-0.028276114703205103,0.09477584824377763,0.0900481605760971,-0.1325010961400977,-0.04242744763236989,-0.015189262875696913,0.007673502638435317
EBAY,-9.093571941635865,0.15801600396989057,0.2739612420728317,-0.11930395726974352,-0.03729477817989202,0.0032496334043324304,-0.09438688670324721,-0.005381131486187546,-0.0015792828488277455,-0.012606595862270822
ENPH,-1.885537381227626,-3.745366457897349,-0.7724409907330705,0.1444291365473407,-0.33896670408230267,-0.01174053379726403,0.5022224700932061,0.10328694383353625,0.27591273651182635,0.5748582697597218
EXC,-9.246708014770448,0.15618910419844223,0.24327987511715343,-0.14532165956949825,0.007428451265882874,0.05647999666624634,-0.08904030336429777,-0.07062188773945627,-0.01169988425753854,0.002750549005679573
FANG,-4.148132343537327,-0.18044123178688065,-0.00558511877409551,-0.47586311459079,0.08138991226825854,-0.09442776466504127,-0.051504973669589005,-0.02532288514238682,-0.07941498406040437,-0.03207346415782046
FAST,-8.594207367846312,0.28596856547039895,0.21726263727807815,-0.11672983005568299,0.042630696722107286,0.04656757312832907,-0.06242646291761755,-0.02197911056152231,-0.019076737526629695,-0.0003120458418621186
FTNT,-8.25723310736322,0.28024544147929964,0.32050597695773964,0.14055652248047795,-0.051667423403115975,0.15510260131332282,0.014824841888961493,0.0034710904522479713,-0.04430605806286575,0.014150685503329714
GFS,-8.287671822163492,0.014826102497609295,0.29353164941467536,-0.06657354558913911,-0.03545060347264112,-0.004059773978216608,0.061448236055898386,-0.009350530745946287,-0.034469379048608306,0.05359413398916937
GILD,-7.261615125767953,-0.2242166308077147,0.14146244774299865,-0.1757209242843975,0.026602050744062522,0.023192980899049878,-0.06740873316452264,-0.07001563350213598,-0.012383204599071912,-0.015611847982701342
GOOG,-5.607748114175186,0.5801567212048684,0.05089143478159186,-0.12044040725139385,0.11847537848583711,0.0785099456109363,-0.046001172579359165,0.03580042999478028,0.1603350428263728,-0.048102033586666364
GOOGL,-5.642981721369507,0.5755247710021933,0.053476153796604975,-0.11635508885196588,0.11182408280111528,0.08392266719993348,-0.04171636945130827,0.040351794276723876,0.16036109321690237,-0.04556997199063081
HON,-1.3562401127090309,-1.139095323250981,-0.25556802624354236,0.019843404222829486,-0.031408648381671816,0.009505595206712396,-0.10040515665177899,-0.0390379320551895,-0.06605482580300295,0.06421840764845231
IDXX,12.284070237798282,-1.818144092376417,0.44877816379070756,0.7868932653783702,-0.8343979837701863,-0.20215681918142167,-0.19017064751964874,-0.034620987269068315,-0.30591863632598004,-0.024732435776890185
ILMN,-1.8770700553094297,-1.9535111931107845,0.6053429779278954,0.6079967605031473,-0.3582072368117033,0.13802561767862415,0.2042962580041761,-0.07097946724876732,0.14563370031259146,-0.004383808289618367
INTC,-9.72182799459759,0.42598049705203067,0.22436356467027907,-0.17059174653074283,0.05279022760504537,0.0264650101476189,-0.08390816537192342,-0.037175610379309165,0.02224019220219703,-0.007286244618454743
INTU,11.400020850954146,0.07108757618318506,-0.580462302674376,-0.571817551738373,0.12909333035495085,-0.06356853666835291,0.21439754022591906,0.029778955643315397,0.04288105256021385,-0.00967636797898861
ISRG,2.907665873869718,-0.3603584008254941,-0.584161370963201,0.7040333341600763,-0.06397256470010493,0.5469141445564285,-0.2891445460363341,0.11752084754564074,0.19181327374529641,-0.018386047159169524
JD,-9.221747706837661,-0.3171253406067738,0.13457596506772407,-0.18059637467207526,-0.14119145133583327,-0.12481695656505146,-0.16921339763297794,-0.0804946450973344,0.032137429484615176,0.0058115334920359335
KDP,-9.61867126976643,0.1469730120850974,0.2506758443551753,-0.17267724143745913,0.0007635593624287229,0.03448429743696847,-0.06711268287419653,-0.03845699073187621,0.017268656470475235,0.021636134038881608
KHC,-9.43784556680752,0.08988232894473303,0.27319249440943283,-0.12305383022290028,0.015378687010458914,0.04744457954951667,-0.11120045234582743,-0.06283340124784738,0.0038064321231557063,0.010684819596331427
KLAC,10.381406947972376,-0.03393960575544064,-1.2010873331089922,0.14176560651611192,0.03383963146441371,-0.6013662439396357,-0.3079871110154633,-0.13750291041251295,0.2422241825640002,0.025393453854556353
LRCX,16.826236715158636,1.24326095675847,-0.7848748589298076,0.6923032900987083,-0.15599297985079685,-0.3328376527676748,-0.06822646945380462,0.26260139066075927,0.459319525755492,0.001220184214883735
LULU,6.680657415080353,-0.49292952762315156,-0.6666552711048419,-0.09364357226406737,0.5867299410369389,0.5287106001322598,-0.042260117814004794,0.3975294410221771,0.012744821215349193,-0.2199226095257098
MAR,-2.36553667081248,0.14087912525949264,0.03737468303617997,-0.2162250823892338,-0.0692950887132908,-0.03632290732533665,-0.09547986617651825,0.1146345952395137,0.01175776020117196,0.018151754879380318
MCHP,-7.322825235598449,0.08983378485427496,0.22097418261225643,-0.021892182871276047,-0.09530659643429773,-0.03027439385423311,0.003935207103903632,-0.010786666495417964,-0.05243311581882906,0.03758978563482628
MDLZ,-7.814156959006394,0.09973960609167376,0.22891540099988794,-0.03879635672815529,0.04335364408483133,0.1329985049590206,-0.1238261801070843,-0.03328029798569529,0.03645217988207897,0.001122796171226001
MELI,48.261254345096184,-0.3741722919609174,3.0735945513625413,0.6268250433979171,1.9540663463568295,-0.8190751269032401,0.08904247864505677,0.18282306489528266,-0.0023760342436840443,0.10760929581322584
META,0.2963450196761337,2.7508093129333524,0.15977290987653237,0.31534257470006044,0.20361933625677808,0.372992686301505,0.015702754624593085,0.006553380000866839,-0.08617453815549027,-0.1844043703919067
MNST,-8.601584648640555,0.21575684739045942,0.24198671841831265,-0.05629233430813854,0.025854814060722375,0.08557943918734674,-0.11815211593440372,-0.030599746224228147,0.03793092493508329,0.003967834548269489
MRNA,-4.400289416978694,-2.0831551246458377,-0.01575024010021875,-0.024024255139347583,-0.31388038870886703,-0.23156229502351114,-0.053607300879513244,-0.2377773865239626,0.1274924250376795,0.008116341317440823
MRVL,-8.869320286647103,0.5146994263757598,0.1257315232293359,0.011106537356610768,-0.08090361551225211,-0.018007347026637754,-0.04648312122026488,0.027346876690631322,0.060516137079793725,0.03259731107786039
MSFT,3.6222133364790317,0.6028615140207321,-0.2832130193958574,0.45189769031132543,0.4401463629398255,0.253761262169353,-0.027303025523647967,0.03475852436871088,-0.02954218609350944,-0.05515520002853699
MU,-8.155656297770811,0.3577854930910842,0.2258872567351109,-0.12046918937841228,0.08555984185323912,-0.012497108431530832,-0.10392550004769935,-0.01838461637045774,0.03904410648336362,-0.014586971231329723
NFLX,7.179970653685704,0.5731841136640758,-0.6785996685007389,0.6640579872130683,-0.13818299360945718,-0.5714665990088075,-0.31984270927407066,0.031455751077379246,-0.07701692017273416,-0.30059544961991647
NVDA,4.807202324109652,4.424339692974265,-0.52561685944774,0.6803412312696059,0.048613088904071955,0.2944465824336863,0.3050659940690247,0.09967361502352087,0.2586788099773306,-0.04649138285994806
NXPI,-2.035715289700351,-0.00526081599365269,-0.025301932821624573,0.021531715766629596,-0.3154671664904086,-0.16854526644766937,0.0881529798735704,0.07877703069517666,-0.04745759252346082,0.07416648216820058
ODFL,6.319965788039851,0.23125870140933547,-0.10327151496785025,-0.6526961194903368,-0.4934783414145445,-0.35707899263106135,0.26764080566786896,0.06775029487104808,-0.3180791091912343,0.0034541113612180166
ON,-7.208568190648032,0.3759874007555246,0.2567145252800227,0.014867974729434269,-0.2278829836553002,0.07291750140020112,0.06479574773450425,0.10724249688160782,0.06389596441076931,0.002883188354501194
ORLY,33.43217950514034,-2.642209668315388,-1.4553630164768707,0.6235075528187598,0.6266641006750846,1.032752775903377,-0.31332167049356086,0.1687011257577199,-0.40225174406953124,0.0720715924652221
PANW,-1.102748014911109,1.0444854790293405,-0.15822487613527217,0.19024787310301217,0.21428972794350465,0.15879494772971522,0.40098220278328556,0.13609897376131133,-0.14889875298869865,0.06206596981212996
PAYX,-5.518876317697304,-0.23110146786002517,-0.03423694454565873,-0.2012130992195488,-0.09073448718131022,-0.02540120420450305,-0.06361582015193698,-0.012989766504007967,0.027822751279055424,0.03454413045836653
PCAR,-7.458889162327344,0.3324964870207441,0.14408725735918892,-0.17371412386263235,-0.010463244238014702,0.019119526053816366,-0.05719470112786343,-0.008160412767129574,-0.05125314412220938,0.02507933448776982
PDD,-7.01237238326849,0.09361447540019707,-0.012253166154747142,-0.5615271901838824,0.039875614558546824,-0.3508335161877169,-0.07121729499353013,-0.17388912170198784,-0.10383684155957329,0.052702446527431515
PEP,-2.309703793432734,-0.7407987202405377,0.04023304142956141,0.12004345800151844,0.0006209374546352064,0.2539348683533185,-0.08461958414674758,-0.024617880556337148,0.01941672607265229,0.032985961162827426
PYPL,-7.851704051771437,-0.27565301317496216,0.2938435983142862,-0.0832633022451778,-0.11701576796217567,-0.04963807450691715,-0.048279506838156044,-0.025159728307133825,-0.06581540300764144,-0.004291292221431875
QCOM,-5.37132226283614,-0.3507973843833807,0.16179585808762942,-0.07170257718699233,-0.04148714161765921,-0.23011983559327348,0.0064564932238487804,-0.027216159993328222,-0.08948145744103313,0.006104607355882308
REGN,27.482554736842715,-3.1726533872823097,-0.37962641272343944,-0.9172857520850398,0.5924539135826175,0.188831763886269,0.9461448444591859,-0.41828911119510354,0.24018369288546026,-0.43981438816182594
ROST,-5.658309953991454,-0.21792999537046498,-0.04624811648905247,-0.28819406937985365,0.008803870635416156,-0.1040539967635063,-0.13273925252540786,-0.060102601409262435,-0.03748188425528326,0.002409465487307926
SBUX,-6.215902964877785,-0.2755628616043633,0.23782948875604215,-0.09032010892845177,0.03965862874122039,0.010328594467539282,-0.15341191579628552,-0.06137129620861103,-0.05283510222237156,-0.020495389854714184
SGEN,-2.201567346221149,0.795412093178554,0.604023257345175,0.024905927173229564,0.37909197246523824,0.4610346572003116,0.22082787612928667,-0.3050418533335326,-0.10201064425516375,-0.020281116943672274
SIRI,-11.081664339020175,0.40116866077543634,0.27060457687528805,-0.17370065111121052,0.0066113985272673315,0.033511684705133174,-0.0975502986224927,-0.03320528322330413,0.015686207215140913,0.01103610678522346
SNPS,8.946064056644694,0.8017941314956283,-0.6026309717682639,0.08602870287217286,0.5193486342167111,-0.23019745763642496,0.16664875185984246,-0.13973111532636645,-0.09428954116484115,0.12547147386065452
TEAM,-2.940999120757067,0.41818310185421104,0.23152327092704517,-0.24978301220081267,-0.1486117416319896,-0.2642002465033052,0.19523279507505648,-0.06024689829640428,0.0547153350803177,0.004808103019229243
TMUS,-4.1604406541414365,-0.5360057426372655,0.11070370266239316,-0.22518622589871648,0.09944771707602454,-0.005998353234947518,-0.07420626937897622,-0.04543297547600534,-0.11066191630504328,0.01038023572427381
TSLA,-1.0246695090462832,1.146575747887277,-0.1756607836197847,0.3449233387869255,-0.38959983834153133,-0.12750450484521725,0.7149724526846982,0.6181586855952812,-0.06243919139184806,0.12327462130980604
TTD,-8.04351337249972,0.6849171930746154,0.20213810107826302,-0.013754981016825124,-0.05440763112118474,0.13548474526217705,0.013090201682744329,0.04315149671440483,0.03523621545100408,0.002450064021459822
TXN,-2.763814217958459,-0.8087421166511012,0.13486494183986208,0.12399343552787853,-0.18464381760928983,-0.045952806252704675,0.05539612090780664,-0.0661183680509285,0.007060567056291274,0.04382629420031296
VRSK,-0.8744853448182017,0.39831002749082334,-0.22290909218624727,-0.07449602283018232,0.09458938905025371,0.21340919926318383,-0.10194648717853125,0.016064894182506232,0.1489576327447978,-0.001165602451044228
VRTX,5.270688713056405,-0.4521796728819698,-0.4354635222260633,-0.03340650009511366,0.34281457507652346,0.2709244614806229,-0.08069769534935653,0.12797107686443232,0.020585627665939583,-0.2252525385411062
WBA,-9.728017503351499,-0.029739288250309137,0.25773145585545,-0.09245781090744126,-0.024489350941056143,0.03705707471682103,-0.06372097819071587,-0.03310772945675533,0.018569794438897003,0.015901596929813633
WBD,-10.687096363332286,0.369183523250614,0.3570866789998548,-0.13907362309284635,-0.012608570336310354,0.019792209052093113,-0.07768790638375395,-0.03312219626191845,0.002808960435050023,-0.0012230989596748176
WDAY,-1.2404132683193088,0.4468727963436511,0.013631639756810254,0.03606006544529406,-0.08930285813804192,-0.030760903262206648,0.11417234891296171,-0.12702347913275314,0.055391742511928806,0.00896420060548043
XEL,-8.048036827805298,-0.15679350167047268,0.2140159464882787,-0.10414059581149832,0.03944212516354517,0.05815767944145888,-0.09992187823930454,-0.07984019584231065,-0.028668863550981305,-0.004221560585775122
ZM,-7.850696665461767,-0.05585189030515414,0.2144767913961798,-0.12686648580883264,-0.06622180281655021,-0.06459493006552992,-0.00968564536433894,0.007634142219435647,0.011347500174743536,0.021682461771865447
ZS,-4.583736587782822,0.5224202276693872,-0.3480254800680329,-0.19135116705288424,0.10565092123019776,-0.3483771494431182,0.05535686184253209,0.18196305902349455,-0.04810330110846622,0.1076313356327081
