,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
33,2023-02-15,79.08981895455707,71.90432757467269,87.24222478660617,79.08981895455707,79.08981895455707,0.39542300760854726,0.39542300760854726,0.39542300760854726,0.39542300760854726,0.39542300760854726,0.39542300760854726,0.0,0.0,0.0,79.48524196216562
34,2023-02-16,79.36906146003504,72.00853774217839,87.2386104855891,79.36906146003504,79.36906146003504,0.6074350468588436,0.6074350468588436,0.6074350468588436,0.6074350468588436,0.6074350468588436,0.6074350468588436,0.0,0.0,0.0,79.97649650689388
35,2023-02-17,79.648303965513,72.4474878224723,87.8055648592271,79.648303965513,79.648303965513,0.8206646072913729,0.8206646072913729,0.8206646072913729,0.8206646072913729,0.8206646072913729,0.8206646072913729,0.0,0.0,0.0,80.46896857280437
36,2023-02-21,80.76527398742482,73.69420909351874,89.40829216444996,80.76527398742482,80.76527398742482,0.9219417968479419,0.9219417968479419,0.9219417968479419,0.9219417968479419,0.9219417968479419,0.9219417968479419,0.0,0.0,0.0,81.68721578427277
37,2023-02-22,81.0445164929028,73.29789840025178,89.65499746377225,81.0445164929028,81.0445164929028,0.3954230076074341,0.3954230076074341,0.3954230076074341,0.3954230076074341,0.3954230076074341,0.3954230076074341,0.0,0.0,0.0,81.43993950051023
38,2023-02-23,81.32375899838075,74.03101509839618,89.69002271217965,81.32375899838075,81.32375899838075,0.6074350468562395,0.6074350468562395,0.6074350468562395,0.6074350468562395,0.6074350468562395,0.6074350468562395,0.0,0.0,0.0,81.93119404523699
39,2023-02-24,81.6030015038587,74.52811411544118,90.50618631238973,81.6030015038587,81.6030015038587,0.820664607295798,0.820664607295798,0.820664607295798,0.820664607295798,0.820664607295798,0.820664607295798,0.0,0.0,0.0,82.4236661111545
40,2023-02-27,82.44072902029258,74.96852098746973,90.2975831512536,82.44072902029258,82.44072902029258,0.22808285218203414,0.22808285218203414,0.22808285218203414,0.22808285218203414,0.22808285218203414,0.22808285218203414,0.0,0.0,0.0,82.66881187247462
41,2023-02-28,82.7199715278414,75.52571577458248,90.90254836262082,82.7199715278414,82.7199715278414,0.9219417968492555,0.9219417968492555,0.9219417968492555,0.9219417968492555,0.9219417968492555,0.9219417968492555,0.0,0.0,0.0,83.64191332469065
42,2023-03-01,82.9992140353902,75.7532065256594,91.1705510950174,82.9992140353902,82.9992140353902,0.395423007606321,0.395423007606321,0.395423007606321,0.395423007606321,0.395423007606321,0.395423007606321,0.0,0.0,0.0,83.39463704299652
43,2023-03-02,83.27845654293901,75.84154976324056,92.11080624514692,83.27845654293901,83.27845654293901,0.6074350468574113,0.6074350468574113,0.6074350468574113,0.6074350468574113,0.6074350468574113,0.6074350468574113,0.0,0.0,0.0,83.88589158979643
44,2023-03-03,83.55769905048781,76.88612668838215,91.97680384162005,83.55769905048781,83.55769905048781,0.8206646072948819,0.8206646072948819,0.8206646072948819,0.8206646072948819,0.8206646072948819,0.8206646072948819,0.0,0.0,0.0,84.3783636577827
45,2023-03-06,84.39542657313422,76.3667696466918,92.711162634055,84.39542657313422,84.39542657313422,0.22808285217636037,0.22808285217636037,0.22808285217636037,0.22808285217636037,0.22808285217636037,0.22808285217636037,0.0,0.0,0.0,84.62350942531057
46,2023-03-07,84.67466908068303,77.6193644704976,93.4068938857175,84.67466908068303,84.67466908068303,0.9219417968499919,0.9219417968499919,0.9219417968499919,0.9219417968499919,0.9219417968499919,0.9219417968499919,0.0,0.0,0.0,85.59661087753302
47,2023-03-08,84.95391158823185,76.89626767644468,93.23896122651462,84.95391158823185,84.95391158823185,0.39542300760770144,0.39542300760770144,0.39542300760770144,0.39542300760770144,0.39542300760770144,0.39542300760770144,0.0,0.0,0.0,85.34933459583955
48,2023-03-09,85.23315409578065,78.11246456828374,93.69628842606582,85.23315409578065,85.23315409578065,0.6074350468569373,0.6074350468569373,0.6074350468569373,0.6074350468569373,0.6074350468569373,0.6074350468569373,0.0,0.0,0.0,85.84058914263758
49,2023-03-10,85.51239660309571,78.22000373175317,94.27331438803797,85.51239660309571,85.51239660309571,0.8206646072939658,0.8206646072939658,0.8206646072939658,0.8206646072939658,0.8206646072939658,0.8206646072939658,0.0,0.0,0.0,86.33306121038967
50,2023-03-13,86.35012412504094,79.06371766613391,95.11855086672715,86.35012412504094,86.35012412504094,0.2280828521779858,0.2280828521779858,0.2280828521779858,0.2280828521779858,0.2280828521779858,0.2280828521779858,0.0,0.0,0.0,86.57820697721893
51,2023-03-14,86.629366632356,79.8537533172398,95.69310475213659,86.629366632356,86.629366632356,0.9219417968493044,0.9219417968493044,0.9219417968493044,0.9219417968493044,0.9219417968493044,0.9219417968493044,0.0,0.0,0.0,87.5513084292053
52,2023-03-15,86.90860913967106,78.82948698872518,94.34701317623858,86.90860913967106,86.90860913967106,0.3954230076065883,0.3954230076065883,0.3954230076065883,0.3954230076065883,0.3954230076065883,0.3954230076065883,0.0,0.0,0.0,87.30403214727764
53,2023-03-16,87.18785164698615,79.91892358585712,95.48731043478108,87.18785164698615,87.18785164698615,0.6074350468581089,0.6074350468581089,0.6074350468581089,0.6074350468581089,0.6074350468581089,0.6074350468581089,0.0,0.0,0.0,87.79528669384426
54,2023-03-17,87.46709415430121,80.25490817603972,96.53027905547934,87.46709415430121,87.46709415430121,0.8206646072930496,0.8206646072930496,0.8206646072930496,0.8206646072930496,0.8206646072930496,0.8206646072930496,0.0,0.0,0.0,88.28775876159426
55,2023-03-20,88.30482167624643,80.50372173213196,96.79464015345548,88.30482167624643,88.30482167624643,0.22808285218093016,0.22808285218093016,0.22808285218093016,0.22808285218093016,0.22808285218093016,0.22808285218093016,0.0,0.0,0.0,88.53290452842737
56,2023-03-21,88.5840641835615,82.02457304422107,97.39180292521216,88.5840641835615,88.5840641835615,0.921941796848617,0.921941796848617,0.921941796848617,0.921941796848617,0.921941796848617,0.921941796848617,0.0,0.0,0.0,89.50600598041011
57,2023-03-22,88.86330668936274,81.36491839635214,96.57510224232725,88.86330668936274,88.86330668936274,0.395423007607549,0.395423007607549,0.395423007607549,0.395423007607549,0.395423007607549,0.395423007607549,0.0,0.0,0.0,89.25872969697029
58,2023-03-23,89.14254919516397,82.0053590253773,97.67874405418954,89.14254919516397,89.14254919516397,0.6074350468592807,0.6074350468592807,0.6074350468592807,0.6074350468592807,0.6074350468592807,0.6074350468592807,0.0,0.0,0.0,89.74998424202325
59,2023-03-24,89.4217917009652,82.70553379817962,97.8384318576148,89.4217917009652,89.4217917009652,0.8206646072918976,0.8206646072918976,0.8206646072918976,0.8206646072918976,0.8206646072918976,0.8206646072918976,0.0,0.0,0.0,90.2424563082571
60,2023-03-27,90.2595192183689,82.82670500607148,98.0594053751763,90.2595192183689,90.2595192183689,0.2280828521739376,0.2280828521739376,0.2280828521739376,0.2280828521739376,0.2280828521739376,0.2280828521739376,0.0,0.0,0.0,90.48760207054283
61,2023-03-28,90.53876172417013,84.41232877638976,99.84070828449997,90.53876172417013,90.53876172417013,0.9219417968479294,0.9219417968479294,0.9219417968479294,0.9219417968479294,0.9219417968479294,0.9219417968479294,0.0,0.0,0.0,91.46070352101806
62,2023-03-29,90.81800422997135,83.42936127308822,98.4436138007704,90.81800422997135,90.81800422997135,0.3954230076064359,0.3954230076064359,0.3954230076064359,0.3954230076064359,0.3954230076064359,0.3954230076064359,0.0,0.0,0.0,91.21342723757779
